timestamp,open,high,low,close
1678363200000,1818.585,1819.395,1817.088,1817.805
1678366800000,1817.795,1825.175,1815.375,1825.055
1678370400000,1825.055,1831.805,1823.865,1831.315
1678374000000,1831.305,1835.565,1828.085,1828.595
1678377600000,1828.605,1830.235,1825.725,1825.905
1678381200000,1825.885,1829.415,1825.445,1829.235
1678384800000,1829.235,1834.898,1828.145,1834.898
1678388400000,1834.898,1834.898,1830.315,1830.495
1678392000000,1830.495,1831.575,1828.935,1830.485
1678395600000,1830.505,1832.135,1830.385,1830.815
1678399200000,1830.815,1830.815,1830.815,1830.815
1678402800000,1830.434,1832.215,1830.434,1831.415
1678406400000,1831.428,1834.765,1831.198,1833.908
1678410000000,1833.925,1834.018,1830.035,1830.918
1678413600000,1830.928,1833.165,1827.974,1829.395
1678417200000,1829.375,1830.015,1828.074,1829.085
1678420800000,1829.085,1830.155,1827.675,1829.695
1678424400000,1829.675,1831.245,1828.435,1830.858
1678428000000,1830.845,1832.745,1830.115,1830.615
1678431600000,1830.565,1834.575,1830.545,1833.405
1678435200000,1833.415,1837.245,1832.235,1835.055
1678438800000,1835.055,1836.758,1831.458,1831.458
1678442400000,1831.458,1834.985,1830.778,1832.665
1678446000000,1832.655,1836.838,1832.088,1834.865
1678449600000,1834.885,1837.208,1833.654,1836.555
1678453200000,1836.545,1844.878,1831.384,1842.385
1678456800000,1842.375,1860.225,1839.885,1858.274
1678460400000,1858.278,1867.348,1857.548,1862.975
1678464000000,1862.985,1863.915,1854.005,1855.215
1678467600000,1855.225,1865.005,1854.855,1864.098
1678471200000,1864.104,1865.325,1860.748,1862.748
1678474800000,1862.775,1864.865,1860.855,1863.748
1678478400000,1863.748,1869.948,1863.465,1869.698
1678482000000,1869.798,1870.065,1866.135,1867.448
1678485600000,1867.448,1867.448,1867.448,1867.448
1678489200000,1867.448,1867.448,1867.448,1867.448
1678492800000,1867.448,1867.448,1867.448,1867.448
1678496400000,1867.448,1867.448,1867.448,1867.448
1678500000000,1867.448,1867.448,1867.448,1867.448
